Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
3,62.0,1,1,31.09,1,0,0,0,1
3,56.0,1,0,24.14,1,0,0,1,0
2,68.0,0,0,27.42,0,1,1,0,0
3,27.0,0,0,8.56,0,1,0,0,1
1,49.0,0,0,243.45,1,0,1,0,0
2,24.0,0,0,9.81,0,1,0,0,1
1,37.0,3,0,428.32,1,0,0,0,1
3,67.0,0,0,5.49,1,0,0,0,1
1,23.0,1,2,69.17,0,1,0,0,1
1,60.0,0,0,30.75,0,1,1,0,0
3,64.0,0,0,6.29,0,1,0,0,1
2,48.0,0,1,9.96,1,0,0,0,1
3,34.0,0,0,10.7,0,1,0,0,1
3,12.0,0,0,15.69,0,1,0,0,1
2,64.0,0,1,12.02,1,0,0,0,1
3,58.0,0,2,17.97,1,0,1,0,0
3,50.0,0,0,10.93,0,1,0,0,1
1,65.0,0,0,25.34,0,1,0,0,1
1,30.0,1,0,59.41,0,1,0,0,1
1,42.0,0,0,110.24,0,1,1,0,0
3,39.0,0,0,10.42,0,1,0,0,1
3,25.0,0,0,6.35,1,0,0,0,1
3,31.0,0,0,22.65,0,1,0,0,1
1,47.0,0,0,34.3,1,0,0,0,1
2,39.0,0,1,28.03,0,1,0,0,1
3,24.0,0,0,7.59,1,0,0,0,1
3,22.0,0,0,6.98,0,1,0,0,1
2,23.0,0,1,21.99,1,0,0,0,1
2,24.0,0,2,25.81,1,0,0,0,1
3,5.0,1,1,58.3,1,0,1,0,0
3,7.0,1,1,26.64,1,0,0,0,1
1,39.0,0,0,102.87,0,1,0,0,1
2,53.0,0,0,9.01,0,1,0,0,1
2,10.0,0,0,11.95,1,0,1,0,0
2,48.0,0,0,15.31,1,0,0,0,1
1,18.0,3,0,28.5,0,1,0,0,1
1,27.0,1,0,77.59,0,1,1,0,0
3,22.0,0,0,10.46,0,1,0,0,1
3,19.0,0,0,10.03,1,0,0,0,1
1,5.0,1,0,69.41,1,0,1,0,0
3,47.0,0,0,10.14,0,1,0,0,1
1,50.0,0,0,29.18,0,1,0,0,1
2,24.0,8,1,33.47,1,0,0,0,1
2,7.0,1,2,81.11,0,1,1,0,0
2,57.0,0,1,29.31,1,0,1,0,0
1,46.0,0,0,204.03,1,0,1,0,0
3,26.0,0,0,21.9,1,0,1,0,0
3,19.0,0,0,7.7,1,0,1,0,0
3,63.0,0,0,8.29,0,1,0,0,1
2,72.0,0,0,10.6,1,0,0,0,1
2,53.0,0,0,8.61,1,0,1,0,0
3,33.0,0,0,5.02,0,1,0,0,1
2,26.0,1,0,23.1,0,1,1,0,0
3,27.0,0,0,8.86,0,1,0,0,1
2,71.0,0,0,26.35,0,1,0,0,1
2,69.0,0,0,27.45,1,0,0,0,1
3,1.0,1,1,10.14,1,0,0,0,1
2,62.0,0,0,29.6,0,1,0,0,1
3,56.0,0,0,10.83,0,1,0,0,1
2,44.0,0,0,9.45,0,1,0,0,1
2,63.0,0,0,29.7,1,0,0,0,1
3,57.0,0,0,6.1,0,1,0,0,1
1,7.0,1,2,57.64,1,0,0,0,1
1,50.0,0,0,24.97,1,0,0,1,0
3,43.0,1,1,33.23,0,1,0,0,1
3,64.0,0,0,11.32,1,0,0,0,1
2,25.0,0,0,14.57,1,0,0,0,1
1,41.0,0,0,27.05,1,0,0,0,1
3,64.0,0,2,29.95,1,0,0,0,1
1,43.0,0,0,98.0,1,0,1,0,0
1,23.0,0,0,24.37,1,0,0,1,0
1,56.0,0,0,25.58,0,1,0,0,1
2,29.0,0,0,12.16,1,0,1,0,0
3,39.0,0,0,10.68,0,1,0,0,1
2,33.0,0,0,24.53,0,1,0,0,1
2,45.0,0,1,35.82,1,0,0,0,1
3,26.0,0,0,10.24,0,1,0,0,1
2,51.0,0,0,24.81,0,1,0,0,1
2,22.0,0,0,9.22,0,1,0,0,1
1,43.0,2,2,178.8,1,0,0,0,1
3,58.0,2,1,27.93,0,1,0,0,1
1,46.0,0,0,83.64,1,0,0,0,1
3,5.0,0,0,7.03,1,0,0,0,1
2,37.0,0,1,26.68,1,0,1,0,0
1,34.0,0,1,294.83,1,0,1,0,0
3,51.0,0,0,33.44,1,0,0,0,1
1,39.0,0,0,63.89,0,1,0,0,1
1,42.0,0,1,116.29,1,0,0,1,0
3,37.0,0,0,11.98,0,1,0,0,1
3,27.0,0,0,8.92,1,0,0,0,1
2,39.0,0,2,9.8,0,1,0,0,1
1,33.0,0,0,234.63,1,0,0,0,1
1,27.0,0,0,22.75,1,0,0,0,1
2,20.0,4,0,9.14,0,1,0,0,1
3,65.0,1,1,29.36,0,1,0,0,1
1,54.0,1,0,26.45,0,1,0,0,1
2,30.0,0,0,5.55,1,0,1,0,0
3,23.0,0,0,11.98,0,1,0,0,1
1,45.0,1,0,67.23,0,1,0,0,1
3,30.0,1,2,84.62,0,1,1,0,0
2,32.0,0,0,21.21,0,1,0,0,1
3,41.0,0,0,11.93,0,1,0,0,1
2,60.0,0,0,24.25,1,0,0,0,1
3,59.0,0,0,12.28,0,1,0,0,1
1,55.0,0,0,134.9,1,0,1,0,0
2,68.0,2,0,27.63,0,1,0,0,1
2,50.0,0,0,10.55,0,1,1,0,0
3,32.0,0,0,27.63,0,1,0,0,1
3,24.0,0,0,8.46,0,1,0,0,1
3,82.0,0,0,8.4,0,1,0,0,1
3,53.0,0,0,12.05,0,1,0,0,1
3,39.0,0,0,9.83,0,1,0,0,1
1,55.0,0,0,11.97,1,0,1,0,0
3,73.0,1,0,28.3,1,0,0,0,1
2,24.0,0,0,25.48,1,0,1,0,0
3,24.0,0,0,13.02,1,0,0,0,1
2,31.0,0,0,7.74,0,1,0,0,1
2,25.0,0,0,22.78,1,0,1,0,0
1,28.0,0,0,210.2,0,1,0,0,1
1,30.0,0,0,66.53,1,0,1,0,0
3,22.0,0,0,8.59,0,1,0,0,1
3,41.0,1,0,27.01,0,1,0,0,1
2,12.0,0,1,25.76,1,0,0,1,0
2,61.0,4,0,29.91,1,0,1,0,0
1,27.0,0,0,75.3,1,0,1,0,0
2,44.0,0,0,9.15,0,1,0,0,1
3,43.0,1,0,17.35,0,1,0,0,1
2,42.0,1,0,8.54,0,1,0,0,1
2,55.0,0,0,11.44,1,0,1,0,0
1,54.0,0,0,10.26,0,1,0,0,1
3,18.0,0,0,10.68,0,1,0,0,1
2,42.0,0,0,9.37,1,0,0,0,1
3,70.0,0,0,7.97,0,1,0,0,1
3,26.0,3,0,12.0,0,1,0,0,1
2,44.0,0,2,29.49,1,0,0,0,1
3,35.0,1,0,33.51,1,0,0,0,1
1,48.0,0,0,192.47,0,1,0,0,1
1,26.0,0,0,27.35,0,1,1,0,0
1,38.0,1,0,37.7,0,1,1,0,0
1,62.0,0,0,29.03,1,0,0,1,0
1,43.0,0,0,9.16,1,0,1,0,0
3,26.0,0,0,6.38,0,1,0,0,1
3,27.0,2,0,11.41,0,1,0,0,1
1,42.0,0,1,227.46,1,0,0,1,0
3,34.0,0,0,10.98,0,1,0,0,1
3,28.0,0,0,10.44,1,0,0,0,1
1,43.0,0,0,30.03,0,1,0,0,1
3,24.0,0,0,7.67,1,0,0,0,1
3,3.0,0,1,26.92,0,1,0,0,1
3,54.0,0,0,20.29,0,1,0,0,1
2,60.0,0,2,61.06,1,0,0,0,1
2,31.0,0,0,9.64,0,1,0,0,1
3,22.0,0,0,11.55,0,1,0,0,1
1,32.5,0,0,257.96,0,1,0,0,1
2,71.0,0,0,23.34,1,0,0,0,1
3,19.0,0,0,14.73,0,1,0,0,1
1,37.0,0,0,31.64,0,1,0,0,1
2,57.0,0,1,10.76,0,1,0,0,1
1,60.0,0,2,99.38,1,0,0,1,0
3,35.0,0,0,9.39,0,1,0,0,1
2,45.0,1,0,24.44,0,1,0,0,1
2,22.0,0,0,10.43,0,1,0,0,1
2,60.0,0,0,8.62,0,1,0,0,1
1,41.0,0,0,12.36,0,1,0,0,1
3,25.0,0,0,20.99,0,1,0,0,1
3,42.0,0,0,9.31,0,1,0,0,1
3,47.0,0,1,36.02,1,0,1,0,0
3,18.0,1,1,35.16,0,1,0,0,1
1,49.0,0,0,27.66,0,1,0,0,1
3,60.0,3,0,11.7,1,0,0,0,1
1,39.0,0,0,9.16,0,1,1,0,0
3,32.0,1,0,9.35,0,1,0,0,1
1,63.0,0,2,108.61,1,0,0,1,0
3,20.0,1,0,26.91,0,1,0,0,1
2,29.0,0,0,32.22,1,0,0,0,1
3,25.0,0,0,10.29,0,1,0,0,1
3,43.0,0,0,11.61,0,1,0,0,1
2,37.0,0,1,26.68,1,0,0,1,0
1,31.0,0,3,26.67,0,1,0,0,1
3,52.0,0,3,11.45,1,0,0,0,1
1,31.0,1,1,204.44,0,1,0,0,1
2,64.0,0,0,8.22,0,1,1,0,0
1,48.0,1,0,401.4,0,1,1,0,0
1,52.0,0,0,24.08,1,0,1,0,0
3,33.0,0,4,8.3,0,1,0,0,1
1,44.0,1,0,33.88,0,1,1,0,0
2,31.0,0,1,9.53,0,1,1,0,0
1,23.0,0,1,24.39,0,1,0,0,1
2,33.0,0,0,35.53,1,0,1,0,0
2,63.0,0,0,7.74,0,1,0,0,1
2,54.0,0,0,28.16,0,1,0,0,1
3,3.0,1,2,80.3,1,0,0,0,1
3,48.0,0,0,4.62,0,1,0,0,1
1,46.0,1,0,230.7,1,0,0,0,1
3,51.0,0,0,11.33,0,1,0,0,1
1,55.0,1,0,76.75,1,0,0,0,1
2,55.0,0,0,10.06,0,1,0,0,1
3,21.0,0,0,10.89,0,1,0,0,1
1,34.0,0,0,10.37,0,1,0,0,1
2,7.0,8,1,21.91,1,0,0,0,1
3,31.0,0,0,9.81,1,0,1,0,0
3,22.0,3,0,9.14,0,1,0,0,1
2,31.0,0,2,8.25,1,0,0,0,1
3,44.0,0,0,30.42,1,0,0,1,0
2,34.0,0,0,24.73,0,1,0,0,1
2,63.0,1,0,11.94,1,0,1,0,0
3,6.0,0,0,10.92,0,1,0,0,1
3,26.0,0,0,3.94,0,1,0,0,1
3,21.0,0,0,26.54,0,1,0,0,1
2,51.0,0,0,17.5,0,1,0,0,1
3,62.0,0,0,25.42,1,0,0,0,1
3,7.0,1,2,71.19,0,1,0,0,1
2,24.0,0,0,7.28,1,0,0,0,1
3,26.0,0,5,23.06,1,0,0,0,1
2,46.0,1,1,33.38,0,1,0,0,1
3,10.0,0,0,9.88,0,1,0,0,1
1,20.0,0,0,683.52,1,0,1,0,0
1,60.0,1,0,24.77,0,1,0,0,1
3,27.0,0,2,25.89,1,0,0,0,1
3,29.0,1,1,109.61,0,1,0,0,1
3,22.0,0,0,10.26,0,1,0,0,1
3,6.0,0,2,11.76,0,1,0,0,1
1,39.0,0,0,25.95,1,0,0,0,1
3,58.0,0,0,6.23,0,1,0,0,1
1,48.0,0,0,154.67,0,1,1,0,0
1,43.0,1,0,90.76,0,1,1,0,0
1,37.0,0,0,24.39,1,0,0,1,0
3,11.0,0,0,12.09,1,0,0,0,1
2,26.0,0,0,12.26,0,1,1,0,0
2,31.0,1,1,16.18,1,0,1,0,0
2,22.0,2,0,9.45,1,0,0,0,1
3,58.0,0,0,7.33,0,1,0,0,1
3,25.0,2,0,7.7,1,0,0,0,1
3,51.0,0,0,9.75,0,1,0,0,1
3,74.0,0,0,12.92,1,0,1,0,0
3,36.0,0,0,8.71,0,1,0,0,1
3,28.0,0,0,10.23,0,1,0,0,1
3,35.0,0,0,3.86,0,1,0,0,1
2,32.0,4,1,29.06,0,1,1,0,0
2,28.0,0,0,21.17,1,0,0,0,1
3,57.0,0,0,10.08,0,1,0,0,1
2,19.0,0,0,10.17,0,1,0,0,1
3,49.0,0,1,58.83,0,1,0,0,1
2,8.0,1,0,10.69,0,1,0,0,1
1,39.0,0,0,70.87,0,1,1,0,0
1,28.0,0,2,73.28,0,1,0,0,1
2,34.0,0,0,12.68,1,0,1,0,0
1,58.0,0,0,34.76,1,0,1,0,0
1,33.0,0,0,29.02,0,1,1,0,0
3,28.0,0,0,7.82,0,1,0,0,1
2,65.0,1,0,14.64,1,0,1,0,0
2,30.0,0,0,4.34,0,1,0,0,1
2,32.0,1,0,25.67,0,1,0,0,1
1,50.0,1,0,120.17,0,1,1,0,0
1,43.0,1,0,25.31,0,1,1,0,0
1,41.0,0,0,29.83,0,1,0,1,0
3,29.0,0,0,10.4,0,1,0,0,1
3,32.0,2,0,9.62,0,1,0,0,1
3,25.0,1,0,7.98,0,1,0,0,1
2,45.0,0,0,18.73,1,0,0,0,1
1,45.5,0,0,8.21,0,1,0,0,1
2,42.0,0,0,11.49,0,1,0,0,1
1,47.0,0,0,126.85,1,0,1,0,0
3,71.0,0,1,10.11,1,0,0,0,1
3,6.0,0,0,16.25,1,0,0,0,1
3,57.0,1,1,28.11,0,1,0,0,1
1,35.0,0,0,9.91,0,1,0,0,1
1,34.0,0,0,90.36,1,0,1,0,0
1,52.0,0,0,21.94,0,1,0,0,1
3,3.0,1,1,32.97,0,1,0,0,1
1,44.0,0,0,22.98,1,0,0,0,1
1,49.0,1,0,26.41,0,1,0,0,1
3,27.0,0,0,6.51,0,1,0,0,1
3,25.0,0,1,9.0,1,0,0,0,1
1,59.0,0,9,25.89,0,1,0,0,1
3,46.0,4,0,11.16,0,1,0,0,1
1,28.0,0,0,34.16,1,0,1,0,0
2,26.0,0,2,30.79,1,0,0,1,0
3,24.0,3,0,37.09,0,1,0,0,1
3,19.0,0,0,8.84,0,1,0,0,1
2,24.0,0,0,5.36,0,1,0,0,1
3,24.0,0,0,6.85,0,1,0,0,1
1,69.0,1,0,8.21,0,1,0,0,1
1,57.0,1,1,213.93,1,0,0,0,1
2,49.0,0,0,19.33,0,1,0,0,1
1,70.0,0,0,208.09,0,1,0,1,0
2,29.0,0,0,12.18,0,1,0,1,0
1,36.0,0,0,79.36,0,1,0,0,1
1,50.0,1,0,214.39,1,0,1,0,0
1,44.0,1,1,175.27,1,0,0,1,0
3,25.0,0,0,10.31,0,1,0,0,1
2,39.0,0,0,10.51,0,1,0,0,1
1,57.0,0,0,8.92,1,0,1,0,0
2,26.0,0,0,9.05,1,0,0,0,1
3,28.0,0,1,9.66,1,0,0,1,0
3,41.0,0,0,13.67,0,1,0,0,1
3,24.0,0,0,10.93,0,1,0,0,1
1,57.0,0,0,30.96,1,0,1,0,0
2,56.0,0,0,3.93,0,1,0,0,1
2,31.0,0,3,13.36,1,0,0,0,1
1,55.0,0,0,68.04,1,0,1,0,0
1,57.0,0,0,8.94,1,0,0,1,0
1,57.0,1,0,470.08,1,0,1,0,0
1,59.0,2,0,23.14,0,1,0,1,0
3,22.0,0,0,7.02,0,1,0,0,1
1,45.0,0,5,238.41,1,0,1,0,0
1,20.0,0,0,219.71,0,1,1,0,0
3,51.0,0,0,7.2,0,1,0,0,1
3,25.0,0,0,25.39,0,1,0,0,1
3,36.0,0,0,7.83,0,1,0,0,1
1,51.0,0,0,69.62,0,1,0,0,1
1,60.0,0,0,233.29,1,0,0,1,0
2,27.0,0,0,7.91,0,1,0,0,1
2,42.0,1,1,79.26,0,1,0,0,1
2,74.0,0,0,11.11,1,0,1,0,0
3,56.0,0,0,11.9,0,1,0,0,1
1,39.0,0,0,25.21,1,0,0,1,0
1,53.0,0,1,98.08,1,0,0,0,1
2,45.0,0,0,28.76,1,0,0,0,1
2,3.0,1,1,36.31,0,1,1,0,0
2,24.0,0,0,7.14,1,0,0,0,1
3,57.0,0,0,12.28,0,1,0,0,1
1,33.0,0,0,128.53,1,0,1,0,0
2,30.0,0,0,29.51,1,0,1,0,0
3,23.0,0,0,13.29,0,1,0,0,1
3,39.0,0,0,9.08,0,1,0,0,1
2,40.0,0,2,52.28,1,0,0,0,1
1,34.0,0,0,12.33,0,1,0,0,1
1,36.0,0,2,71.62,1,0,1,0,0
2,0.5,4,1,31.13,1,0,1,0,0
3,23.0,0,0,7.59,0,1,0,0,1
1,44.0,0,0,170.45,1,0,1,0,0
1,37.0,0,0,244.45,1,0,1,0,0
1,50.0,8,0,403.46,0,1,0,0,1
3,23.0,0,0,27.67,0,1,0,0,1
2,54.0,0,0,8.11,1,0,0,0,1
3,42.0,0,0,8.35,0,1,0,0,1
2,67.0,2,0,28.85,1,0,0,0,1
2,52.0,0,0,10.07,1,0,0,0,1
1,32.0,0,0,66.72,0,1,1,0,0
1,38.0,0,0,158.48,1,0,1,0,0
3,26.0,0,0,7.05,1,0,1,0,0
1,29.0,1,0,33.75,0,1,1,0,0
1,39.0,0,0,23.3,0,1,0,0,1
2,32.0,0,0,8.61,0,1,0,0,1
2,56.0,0,0,26.34,0,1,1,0,0
3,33.0,0,0,13.67,0,1,0,0,1
1,53.0,2,0,50.32,0,1,0,0,1
2,44.0,0,0,22.88,0,1,1,0,0
3,51.0,0,1,8.12,0,1,0,0,1
1,36.0,0,0,26.54,0,1,1,0,0
1,57.0,0,0,36.29,1,0,1,0,0
3,24.0,0,0,83.79,0,1,0,0,1
1,34.0,0,2,29.37,1,0,1,0,0
2,23.0,0,2,11.8,0,1,0,0,1
2,8.0,0,0,11.03,1,0,0,0,1
1,47.0,1,0,301.55,1,0,0,0,1
2,64.0,1,2,26.13,1,0,0,0,1
2,41.0,0,0,29.99,0,1,0,0,1
1,66.0,1,2,32.17,1,0,0,1,0
1,50.0,0,0,10.22,1,0,1,0,0
2,32.0,1,0,29.42,0,1,0,0,1
2,12.0,0,0,10.32,1,0,0,1,0
2,21.0,0,0,25.93,0,1,0,0,1
2,68.0,0,0,27.25,1,0,1,0,0
3,71.0,0,0,12.12,1,0,1,0,0
2,48.0,0,0,4.9,0,1,0,0,1
3,23.0,0,0,13.22,1,0,0,0,1
2,78.0,0,0,32.24,1,0,1,0,0
2,20.0,2,0,11.12,0,1,0,0,1
3,72.0,0,0,3.07,1,0,0,0,1
1,26.0,0,0,8.95,0,1,0,0,1
3,20.0,0,0,6.68,0,1,0,0,1
3,60.0,0,1,8.47,0,1,0,0,1
1,26.0,0,0,21.95,0,1,0,0,1
1,39.0,1,0,104.55,0,1,0,0,1
1,59.0,2,0,68.58,1,0,0,0,1
1,38.0,1,0,30.82,1,0,0,0,1
3,34.0,0,0,34.55,0,1,0,0,1
3,74.0,0,0,24.02,1,0,0,1,0
3,45.0,0,0,11.29,0,1,0,0,1
2,58.0,1,1,141.97,0,1,0,0,1
3,25.0,0,0,10.28,0,1,0,0,1
3,58.0,2,0,67.39,0,1,0,0,1
2,43.0,0,4,9.44,0,1,0,0,1
2,26.0,1,0,9.51,0,1,0,0,1
3,29.0,0,1,28.95,1,0,1,0,0
3,12.0,0,0,10.56,1,0,0,0,1
3,61.0,0,0,10.14,0,1,0,0,1
3,28.0,0,0,9.8,0,1,0,0,1
3,61.0,0,0,9.97,1,0,0,0,1
1,64.0,0,0,27.61,1,0,1,0,0
3,70.0,0,0,28.35,1,0,0,0,1
2,39.0,0,1,30.58,1,0,0,0,1
2,41.0,0,1,11.31,1,0,1,0,0
1,44.0,1,0,212.67,1,0,1,0,0
3,4.0,1,2,32.97,1,0,1,0,0
1,25.0,1,0,51.88,0,1,1,0,0
2,28.0,1,0,31.33,1,0,0,0,1
2,28.0,0,0,23.94,0,1,0,0,1
1,58.0,1,1,22.64,0,1,1,0,0
2,21.0,0,1,15.34,0,1,0,0,1
3,34.0,0,0,11.19,1,0,0,0,1
3,29.0,0,0,38.07,1,0,0,0,1
3,26.0,0,0,8.94,0,1,0,0,1
1,26.0,0,2,67.5,0,1,0,0,1
2,45.0,0,0,28.63,1,0,1,0,0
1,51.0,0,0,230.99,1,0,1,0,0
1,46.0,0,1,199.97,1,0,1,0,0
3,33.0,1,0,10.85,0,1,0,0,1
3,36.0,0,0,11.36,0,1,0,0,1
2,25.0,0,0,9.73,0,1,1,0,0
3,3.0,3,2,7.86,1,0,0,0,1
3,22.0,0,0,9.52,0,1,0,0,1
2,69.0,0,0,32.74,1,0,0,1,0
1,59.0,0,0,10.08,1,0,1,0,0
2,17.0,0,1,11.29,1,0,1,0,0
1,46.0,2,2,68.24,1,0,0,0,1
2,32.0,2,1,30.97,1,0,0,0,1
1,54.0,0,0,235.53,1,0,1,0,0
1,30.0,0,0,19.56,1,0,1,0,0
3,6.0,0,0,23.02,1,0,1,0,0
2,39.0,0,0,75.37,1,0,1,0,0
2,38.0,0,0,9.85,0,1,0,0,1
2,33.0,0,0,12.41,1,0,0,0,1
1,65.0,3,2,26.43,1,0,0,1,0
1,55.0,0,0,261.5,1,0,1,0,0
1,46.0,1,0,71.42,0,1,0,0,1
3,22.0,0,0,12.42,0,1,0,0,1
3,5.0,1,2,33.07,1,0,1,0,0
2,38.0,0,0,11.46,0,1,0,0,1
2,32.0,0,0,5.4,1,0,0,0,1
3,19.0,0,0,10.49,0,1,0,0,1
1,49.0,0,0,260.99,1,0,0,0,1
1,37.0,0,0,386.68,1,0,1,0,0
1,53.0,1,0,507.36,0,1,0,0,1
1,29.0,1,0,67.15,1,0,0,0,1
3,61.0,0,0,20.68,0,1,0,0,1
1,53.0,0,0,74.42,1,0,0,1,0
2,27.0,1,0,23.58,0,1,0,0,1
1,45.0,0,2,85.53,0,1,0,0,1
3,20.0,0,0,9.77,0,1,0,0,1
2,65.0,0,0,10.54,1,0,1,0,0
1,35.0,0,0,94.01,1,0,0,1,0
1,48.0,0,1,114.8,0,1,1,0,0
2,27.0,0,0,9.07,1,0,0,0,1
3,10.0,0,4,25.66,1,0,1,0,0
2,22.0,0,0,31.55,0,1,0,0,1
1,53.0,0,0,139.75,1,0,0,0,1
2,48.0,0,0,26.17,0,1,0,0,1
2,71.0,0,0,11.89,0,1,0,0,1
1,63.0,0,0,29.3,1,0,1,0,0
1,51.0,0,0,70.63,0,1,0,0,1
3,27.0,0,0,25.92,0,1,0,0,1
2,18.0,1,0,14.24,1,0,1,0,0
1,41.0,0,0,72.33,1,0,0,0,1
3,10.0,0,0,11.52,1,0,0,0,1
3,64.0,0,0,7.85,0,1,0,0,1
3,20.0,0,0,11.75,0,1,0,0,1
3,57.0,0,0,7.11,0,1,0,0,1
3,19.0,1,2,73.78,0,1,1,0,0
3,27.0,1,0,10.66,0,1,0,0,1
3,59.0,0,0,9.56,0,1,0,0,1
1,56.0,0,0,175.44,0,1,0,0,1
3,29.0,0,0,22.15,0,1,0,0,1
3,65.0,0,0,26.5,0,1,0,0,1
2,38.0,0,0,50.77,1,0,1,0,0
3,25.0,0,0,9.69,0,1,0,0,1
1,26.0,0,0,8.86,0,1,0,0,1
2,66.0,0,0,9.59,1,0,1,0,0
1,51.0,1,0,70.98,0,1,1,0,0
1,29.0,1,0,68.49,0,1,0,0,1
1,58.0,1,0,30.27,1,0,0,1,0
3,69.0,0,0,9.18,0,1,0,0,1
1,21.0,0,0,78.72,0,1,0,0,1
3,0.75,4,0,12.44,0,1,0,0,1
3,50.0,0,0,25.57,1,0,0,0,1
1,48.0,0,0,210.54,1,0,0,0,1
3,13.0,0,0,12.31,0,1,0,0,1
3,1.0,1,2,27.67,1,0,0,0,1
1,39.0,0,0,108.12,1,0,0,0,1
1,33.0,1,2,72.9,0,1,0,0,1
3,44.0,1,1,30.75,1,0,0,0,1
3,26.0,2,0,23.35,0,1,0,0,1
3,37.0,1,0,11.21,0,1,0,0,1
3,27.0,0,0,22.39,0,1,0,0,1
3,0.75,1,2,34.57,1,0,0,0,1
3,58.0,0,0,9.13,0,1,0,0,1
1,35.0,0,0,212.26,1,0,1,0,0
1,46.0,0,0,245.12,1,0,1,0,0
3,36.0,0,0,13.42,0,1,0,0,1
3,23.0,0,0,8.21,0,1,0,0,1
1,51.0,0,0,71.77,0,1,0,0,1
3,35.0,0,2,17.92,0,1,0,0,1
2,20.0,0,2,7.47,0,1,0,0,1
2,24.0,0,0,12.73,0,1,0,0,1
3,50.0,0,0,9.21,0,1,1,0,0
3,3.0,1,0,32.6,0,1,0,0,1
3,42.0,0,0,12.02,0,1,0,0,1
3,25.0,0,0,7.29,0,1,0,0,1
1,48.0,0,0,10.03,1,0,0,0,1
1,54.0,0,0,213.23,0,1,1,0,0
3,33.0,0,0,274.51,0,1,0,0,1
3,39.0,0,0,4.18,0,1,1,0,0
2,22.0,0,0,54.8,0,1,0,0,1
1,51.0,0,1,31.66,1,0,1,0,0
3,7.0,0,0,26.24,0,1,0,0,1
1,63.0,0,0,48.95,1,0,0,1,0
1,55.0,0,0,139.05,1,0,1,0,0
3,17.0,0,0,10.44,0,1,0,0,1
2,26.0,0,0,8.96,0,1,0,0,1
3,18.0,0,0,11.06,0,1,0,0,1
3,37.0,0,0,11.9,0,1,0,0,1
2,16.0,0,0,10.98,0,1,0,0,1
3,24.0,2,2,12.18,0,1,0,0,1
2,66.0,3,0,24.05,1,0,0,0,1
2,7.0,0,0,21.41,1,0,1,0,0
3,48.0,1,0,27.89,1,0,0,0,1
3,8.0,0,0,10.56,1,0,0,0,1
1,55.0,2,1,93.93,1,0,1,0,0
3,22.0,0,0,9.03,0,1,0,0,1
3,44.0,1,2,28.29,0,1,0,0,1
3,3.0,1,2,82.92,1,0,0,0,1
3,47.0,3,0,24.12,0,1,0,0,1
2,34.0,0,0,23.89,1,0,0,0,1
2,66.0,0,0,21.95,0,1,0,0,1
2,20.0,0,0,12.51,1,0,1,0,0
3,0.17,1,2,29.26,1,0,0,0,1
1,52.0,0,0,6.37,0,1,0,0,1
3,10.0,0,0,7.85,1,0,1,0,0
1,52.0,0,1,73.38,0,1,1,0,0
3,32.0,0,0,28.04,0,1,0,0,1
2,55.0,0,0,19.3,1,0,0,0,1
2,50.0,0,0,8.6,0,1,0,0,1
2,8.0,1,2,31.02,0,1,0,0,1
3,6.0,0,0,13.41,0,1,0,0,1
3,19.0,0,0,10.47,0,1,0,0,1
3,52.0,0,0,31.69,0,1,0,0,1
1,58.0,1,0,62.83,1,0,0,1,0
3,27.0,0,0,10.04,0,1,0,0,1
1,36.0,1,0,77.19,1,0,1,0,0
1,20.0,0,0,112.98,0,1,0,0,1
3,24.0,1,0,5.77,1,0,0,0,1
2,32.0,0,0,12.73,1,0,1,0,0
3,25.0,0,0,8.21,0,1,0,0,1
3,21.0,0,0,6.34,0,1,0,0,1
3,27.0,0,0,10.07,0,1,0,0,1
3,39.0,0,0,11.92,0,1,0,0,1
3,13.0,1,2,56.12,0,1,0,0,1
1,35.0,0,0,139.21,1,0,1,0,0
2,27.0,0,2,26.21,0,1,0,0,1
3,21.0,0,1,9.64,1,0,0,0,1
1,30.0,0,0,9.68,1,0,1,0,0
1,42.0,0,1,29.72,1,0,1,0,0
3,43.0,1,2,21.12,0,1,0,0,1
1,55.0,0,0,68.08,1,0,0,1,0
1,53.0,1,2,219.35,1,0,1,0,0
3,17.0,0,0,9.41,1,0,0,0,1
3,49.0,0,0,5.99,0,1,0,0,1
3,53.0,4,0,25.61,0,1,0,0,1
2,25.0,0,1,25.66,0,1,0,0,1
3,49.0,0,0,13.77,1,0,1,0,0
3,38.0,0,0,7.59,0,1,0,0,1
3,23.0,0,0,5.41,0,1,0,0,1
1,58.0,0,0,51.51,1,0,0,1,0
1,48.0,0,5,31.99,0,1,1,0,0
2,52.0,0,0,8.72,1,0,1,0,0
3,43.0,0,0,9.82,0,1,0,0,1
1,26.0,1,0,33.99,0,1,1,0,0
3,38.0,4,0,26.9,0,1,0,0,1
2,65.0,0,0,27.49,1,0,1,0,0
2,52.0,1,0,31.78,1,0,1,0,0
3,57.0,0,0,8.83,0,1,0,0,1
3,44.0,0,4,7.98,0,1,0,1,0
2,6.0,0,0,19.79,1,0,0,0,1
1,70.0,0,0,208.19,0,1,0,1,0
3,54.0,0,0,8.97,0,1,0,0,1
1,51.0,0,0,103.98,1,0,1,0,0
2,78.0,0,0,29.11,1,0,1,0,0
1,26.0,1,0,25.17,0,1,0,0,1
2,60.0,0,0,133.54,0,1,0,0,1
