,clusters
36892,2
36531,1
45917,4
48188,2
51526,4
42257,4
21604,0
902,3
38839,4
43139,0
44591,2
29713,0
45709,4
31609,1
44613,0
30641,4
18077,3
40075,2
23428,3
56217,3
26878,3
3316,0
7199,0
27936,2
27384,3
49332,0
43464,0
39248,3
45379,3
55712,2
20182,1
22162,4
18999,3
28279,0
53598,3
8094,1
39387,3
14001,3
15879,0
56494,0
52479,3
15891,3
21114,2
32943,0
41732,0
54212,4
17323,3
29964,0
34916,4
54791,2
34101,4
50654,1
594,3
16542,4
10907,3
39193,0
43702,3
15131,4
55668,3
15167,3
19477,4
49239,3
54831,3
42920,2
9921,0
12755,4
6323,2
56158,1
32245,3
54123,3
5019,3
39183,0
15309,4
43287,4
32934,0
25508,3
33467,0
7453,0
53641,0
3577,0
30166,4
14167,3
25124,1
52381,3
42734,4
23310,4
44886,3
27241,3
57718,0
16661,1
5092,1
2108,0
46233,3
38608,4
33544,4
4880,3
58215,3
50892,3
19919,0
33750,0
11234,4
16321,0
55252,3
5479,0
29461,1
11367,3
35183,1
45581,4
1456,3
27335,3
23783,0
13569,0
40194,4
11519,1
35443,3
9745,3
34534,0
54860,3
46569,0
58592,0
36411,0
36246,1
52288,1
42838,3
21533,4
36352,3
45582,1
37871,4
31016,4
13857,1
16482,4
39683,1
6348,3
32020,3
40997,3
45487,1
45654,3
49905,4
39842,0
33484,3
53086,3
496,4
54268,0
50347,2
4537,3
44603,4
13833,0
40390,4
42779,3
34802,3
1015,3
18389,1
46084,0
10736,4
38732,2
53120,3
53948,4
30548,1
26973,3
23801,2
14712,1
37981,4
35249,0
24315,3
37391,0
45105,0
25301,3
20599,4
54998,1
36684,4
11956,3
29971,4
13533,4
56723,0
4893,4
10825,4
22519,0
36746,0
37819,3
455,4
18985,1
43778,3
54937,4
27822,4
15087,4
33704,0
7069,0
41861,3
18019,4
5167,4
51333,3
11754,4
17753,4
57359,4
58282,1
35236,3
6257,2
22468,1
8989,4
24367,3
25461,2
51828,4
26718,3
18620,4
52510,3
4228,3
923,1
20448,3
50776,0
58467,3
57040,4
58154,4
55087,4
22597,4
37996,3
31774,2
9249,0
24599,3
6356,3
35461,2
19617,4
9506,2
44830,2
44702,0
29638,3
53922,3
44342,4
42275,4
40180,4
50301,3
8568,4
46103,4
35418,4
47648,2
38440,3
29832,1
8431,1
44250,3
14969,0
676,4
39554,4
5970,1
23686,3
54610,3
19840,4
48197,2
25487,2
18487,3
15992,0
52653,3
50329,4
32764,3
40953,3
26057,1
29741,3
56911,1
20542,4
22915,0
50266,3
12163,3
51102,3
34303,4
19007,0
2957,3
35480,3
53019,3
54608,0
44397,1
18018,3
6134,1
2192,3
56939,0
5003,1
45522,2
58148,0
10567,3
42479,3
122,3
30110,1
33128,2
25077,0
15056,2
25028,4
26464,1
38236,3
56276,3
28132,2
33685,1
13845,4
39540,4
12735,4
46186,4
47456,3
34966,3
54797,0
21814,3
56147,2
50164,0
15599,3
42809,0
18347,2
24161,4
32920,1
50299,3
43469,3
21985,1
8758,4
16229,0
35384,4
1674,0
22370,2
49939,0
55591,3
38252,2
13162,4
24711,0
14893,4
41937,3
1816,0
57658,4
19899,4
15559,0
36155,1
14892,3
38244,0
2302,3
33460,2
2696,3
45460,3
16574,4
30854,3
42205,0
21452,3
38077,1
44743,3
26773,2
17242,1
28936,3
50944,4
972,0
14546,4
36554,0
53391,4
25261,2
19187,4
48309,4
26395,3
19334,3
2621,0
6438,3
10220,2
7598,3
7020,4
56285,3
17689,4
48233,2
33123,0
54097,0
52894,1
19350,0
49146,0
38625,3
13563,2
44318,2
6326,1
27242,4
46411,1
27154,4
16405,2
757,2
8674,4
12003,0
54309,0
7845,3
55657,3
39090,2
35306,3
56253,4
9182,4
42271,4
41742,1
2719,0
37534,4
999,4
46502,4
55068,2
49597,4
5999,1
54774,4
26457,2
31495,3
35704,1
4961,2
53314,3
36004,3
20457,4
53118,2
17083,3
26842,4
20377,3
58037,0
43364,3
14364,0
57229,1
48407,3
57422,4
36367,1
20414,0
34469,4
46100,3
36473,4
42160,0
28100,0
38770,2
38321,2
49776,3
40725,4
36702,0
44493,4
38833,3
28791,3
17186,4
10694,4
50480,3
45590,0
16084,1
57423,3
3875,3
45926,1
12002,3
14450,4
9582,0
37841,3
47136,0
40352,3
9840,4
10806,1
7062,3
48977,3
807,4
41154,4
42063,2
14541,3
43525,4
41418,4
51058,4
22711,4
32969,0
13823,1
18044,3
13144,3
23322,3
21199,3
1971,4
55986,0
16099,3
40960,4
10428,4
36895,3
8961,1
41291,0
42830,3
53854,4
39509,1
10970,3
36920,3
24674,2
29808,3
42144,0
23129,3
12277,0
45529,1
25965,0
2079,1
20900,3
34974,4
14875,3
23109,1
23450,0
38299,4
31879,2
56295,0
10801,4
48167,2
24802,4
24231,2
24753,1
20689,4
24775,4
9902,4
47061,4
37619,1
18498,3
2760,0
26631,3
30126,4
52431,2
10359,1
25740,0
16627,1
51072,3
4914,0
25236,3
3077,3
17441,3
34387,0
54464,4
20655,2
16109,0
13992,4
31021,0
32978,0
54284,3
34805,0
5430,4
24785,4
262,2
1840,0
34824,0
34842,1
21933,2
13060,3
55592,3
4010,4
12797,3
11091,1
18251,3
44164,2
23215,3
22452,4
36305,0
25106,3
57297,4
3043,3
27161,0
26188,3
34235,0
32738,2
35489,1
33260,0
24636,0
16360,4
39941,4
51303,3
48002,1
25617,3
24662,3
16235,3
6392,4
49688,1
29914,3
34647,4
55899,4
9308,4
33287,3
5787,3
21449,0
18877,3
45725,1
9842,3
17732,4
49556,4
44008,3
12711,3
44969,4
29689,1
47479,4
41029,1
10752,0
17225,3
30068,3
23919,1
37757,1
31663,4
28161,3
26837,0
46368,3
47603,3
40747,3
37342,4
5046,1
9488,2
15326,2
2222,4
25308,4
5165,3
57413,0
5512,1
56271,1
17343,4
835,3
22766,3
35714,4
4870,4
5148,4
11662,3
47508,4
10356,3
25438,3
36115,1
17106,1
3650,3
21495,3
56409,4
57346,3
33259,4
18707,4
35140,1
4944,4
51880,3
49869,3
28401,4
49042,4
3356,4
51248,3
44977,4
31395,3
31190,1
54474,3
39157,3
39419,4
2737,4
16721,0
15478,0
3170,4
55082,3
39711,0
6656,2
8138,4
11042,4
9562,4
33624,4
18278,2
39723,4
2846,0
37032,4
48800,1
31042,4
19645,3
48789,4
35626,2
44400,4
16828,4
31818,0
22980,0
40685,0
54000,3
30349,4
25823,2
861,4
56505,4
28940,3
24106,0
38335,0
52524,1
7832,0
32975,2
12179,0
58575,0
51513,3
28716,3
12129,1
23431,0
38152,4
41908,4
22672,3
32405,4
50106,3
1730,2
30309,3
14996,1
57549,4
37295,3
29677,4
24242,2
22533,4
11546,0
46626,2
22919,1
14833,3
17733,4
32515,4
24395,4
43008,3
51476,1
11838,1
25549,4
48947,4
29140,1
26682,4
8839,4
23335,4
57147,4
39355,4
37177,3
54135,3
4452,4
1687,4
42611,3
47745,1
42849,3
42766,3
14589,0
23375,3
57857,3
6216,3
7752,4
45949,0
11672,2
10618,3
38166,3
32419,0
23809,4
19285,3
9984,3
6723,4
9734,0
17289,4
33553,4
11866,1
56709,3
24423,1
12696,4
6856,0
39989,4
41044,4
24858,3
38225,4
1320,0
42916,4
1576,1
32565,3
21615,0
3067,3
6310,1
55847,1
31074,3
23393,4
17141,4
24465,0
19212,3
29972,3
47785,3
50850,4
8531,0
9213,0
51970,2
45938,3
12108,4
7030,4
9600,3
5936,3
4093,3
47730,0
18968,2
18534,1
34547,4
57898,0
29871,3
39080,0
8769,3
48222,3
50889,4
39552,4
40117,3
31758,3
49481,1
35157,4
18652,4
39444,3
1828,4
4746,4
16699,2
43336,3
27310,3
30263,1
16275,4
56122,3
21415,0
26935,0
39774,0
25497,2
35191,2
58003,3
38119,4
1182,4
28575,3
45480,4
15988,4
11709,4
22482,0
55214,3
18786,0
11991,4
10620,4
960,0
31156,0
33977,4
36060,3
6660,4
29469,4
24447,3
25635,4
2455,3
52348,3
28269,3
43384,1
42003,4
43895,3
19841,2
5513,3
9719,0
9023,4
31533,3
45849,2
36879,1
53999,1
8381,1
40252,3
57306,4
30643,3
33376,1
48225,0
40686,3
13983,4
51338,3
46728,3
18321,3
41617,4
10461,4
4116,3
32838,2
4524,1
13118,0
8870,1
15109,2
47658,4
36708,1
35527,3
41229,1
39728,3
16513,0
49670,1
55828,4
39956,3
24725,3
57579,2
55979,1
45297,3
25141,3
22305,4
31605,3
52570,3
57458,1
1179,4
30356,3
40308,2
10474,4
782,0
37993,0
35690,4
55797,3
11722,1
24262,3
25220,3
49866,4
36505,0
30296,3
36737,3
8783,1
31769,2
11101,4
22378,2
21194,2
57245,0
10680,4
3905,4
42009,4
54958,3
31648,4
33812,1
22144,4
18131,3
16094,3
8708,3
11563,4
41367,2
10746,0
46646,4
40360,4
9466,2
19891,1
54406,3
25659,4
11616,1
41452,4
56003,0
45232,4
53172,1
17704,0
47651,4
11053,3
25233,0
45973,0
45632,1
43735,1
41010,4
22358,2
25344,0
22746,4
5323,2
55294,0
11980,3
22999,3
49065,3
48510,4
17265,3
11429,4
48292,2
3362,4
29668,3
47989,4
45283,4
33195,4
52753,4
44475,2
26260,3
29449,2
43761,4
30204,2
26759,4
37980,1
9276,0
3627,4
8344,4
50888,3
20007,3
24875,0
37099,3
48760,3
8521,0
52987,0
26913,1
12054,3
24622,3
48104,3
11894,4
34450,4
31627,1
45112,1
51661,4
18763,0
32079,0
29603,4
29281,0
22124,0
47973,0
46466,3
30802,0
45935,0
4353,3
47954,3
31179,2
17011,0
22017,0
27881,3
34092,3
50199,0
35343,1
11209,0
24764,3
44218,0
12875,0
44989,2
55981,3
54575,1
39513,4
42517,2
56079,4
18779,0
56401,0
53361,1
36603,4
49523,0
26860,3
20296,3
13873,4
56529,4
30051,0
49205,4
16233,1
28711,0
46759,3
54996,0
30195,3
110,3
8007,1
29263,4
34992,4
14147,3
6751,3
52444,0
46779,2
50121,4
31799,1
19883,3
16646,1
20696,2
34283,3
50898,1
2291,4
22412,1
6395,0
6552,2
8779,1
18734,3
27902,4
56394,3
26424,3
23722,3
47534,3
46748,4
48900,3
15557,4
34777,3
28467,3
35387,4
38854,0
1184,4
48765,4
38351,1
2021,0
236,4
21345,1
44728,0
8347,4
50515,3
5839,1
54274,1
47102,2
56248,3
43227,1
12324,4
56260,0
31295,2
55789,2
9507,4
21416,3
42980,0
18268,3
26881,2
48971,3
53200,3
15064,1
7494,1
986,0
27808,1
14798,1
52034,2
3502,1
36454,2
28604,0
53123,3
22871,4
30954,3
52554,2
48955,4
755,1
33989,2
32856,3
7483,4
12594,3
42453,2
47795,4
34904,2
5644,4
8807,3
22705,3
57312,2
37227,1
32073,4
24444,3
45299,0
42520,0
28859,4
31890,0
9402,3
54606,2
23969,4
49202,0
14841,3
50856,0
15846,4
57189,1
172,3
39163,2
48651,4
5855,3
35017,3
54320,3
50457,1
51478,2
53863,3
43748,4
56887,4
51107,2
34576,3
44828,3
8350,1
49716,2
10237,0
19778,0
6444,3
13090,3
44795,0
10671,3
46875,3
38124,3
894,3
36697,3
36646,4
25030,3
3286,2
41727,0
49333,4
22906,4
31367,3
4700,3
18488,4
2020,3
47000,3
52831,2
52333,4
16993,4
51356,3
4495,4
30605,3
30007,3
44105,1
22974,3
15836,0
4071,2
42383,2
48625,0
54195,4
14267,3
45276,4
51424,2
43836,4
569,2
21907,3
45888,3
43501,2
26273,0
15385,4
15078,3
49394,3
13826,4
51189,4
54414,4
43507,3
52094,3
39613,3
8208,2
14895,0
33237,2
29761,4
7310,3
48921,2
16939,4
31409,3
49941,3
7575,3
6507,3
47847,3
22789,3
10230,3
28168,0
39521,1
51870,4
50617,4
23580,2
3620,3
30900,4
44241,4
48646,1
42495,1
17152,4
49229,3
687,3
57042,1
162,3
34642,2
28196,4
37588,4
27047,0
45924,1
43863,1
450,2
56517,3
14409,1
48965,0
17430,3
25010,1
13849,1
18254,3
8216,4
50183,4
15527,3
46390,4
49378,3
10716,2
12479,4
23597,3
919,3
13452,0
54324,4
24046,4
44864,2
6108,3
20119,3
18717,4
56975,0
22447,4
24848,3
4867,3
31722,3
40280,1
32705,4
30724,3
20648,0
19113,3
24783,0
40902,0
44262,3
40979,4
13457,1
40636,4
30581,4
9759,4
46378,4
53060,4
19615,1
50985,4
21388,2
11483,4
41917,0
46992,3
13032,3
622,3
16136,0
2721,0
58452,3
17369,3
56282,4
36927,3
39788,2
42828,2
50030,3
23311,0
15142,3
31628,4
27734,4
46765,4
50684,4
54031,3
1544,1
29739,0
36345,3
43271,1
50951,2
38881,1
16836,4
30846,1
29173,3
35619,2
42903,3
48906,4
8536,3
38071,1
5452,3
43760,3
18557,2
57783,4
25568,2
27259,4
14696,4
39652,3
14017,4
4532,4
33346,0
32468,3
39195,0
9711,2
15313,4
39068,4
8619,3
48865,3
39409,4
57845,1
16694,3
32325,4
53261,3
29060,4
35213,2
17053,2
47505,0
40324,3
41439,4
42175,0
48716,2
38275,2
36932,0
54600,2
17158,3
48606,1
43026,4
28572,4
22344,4
34234,3
53035,1
21152,3
14527,4
56172,0
17133,4
15138,4
17678,4
30363,4
53532,3
19284,4
51995,2
12281,2
4794,1
17824,0
45178,2
34652,3
26546,2
12801,4
15059,3
27821,4
34124,2
5098,2
45527,3
25037,2
13653,3
41829,0
32598,3
4147,3
38100,3
48944,3
3848,4
54439,4
31800,0
40899,3
53842,3
34132,4
31537,3
53110,3
2942,2
52160,2
9289,3
52045,4
43441,4
43686,4
1180,4
30529,3
28987,4
4279,3
1508,3
38130,3
54216,4
24559,0
9409,4
26482,3
11554,2
9045,3
33139,4
1668,4
7112,2
26029,4
9167,3
10125,3
20888,2
54349,3
17917,3
46417,3
54023,3
16507,1
33896,4
28120,3
17384,4
56261,4
1685,3
8801,3
46060,3
17089,3
31124,3
7891,4
34430,0
31484,2
19121,4
5077,0
50807,2
17174,0
1734,3
26434,4
34076,2
20588,3
29100,2
48082,4
34539,4
46513,4
45826,3
34288,3
22312,0
51291,0
54482,0
27409,1
3259,4
39037,3
22434,1
40622,1
55070,3
1942,4
35686,0
982,3
53769,4
35226,3
35459,4
54358,1
54370,0
49494,1
2729,3
48824,0
5290,3
37814,2
29810,0
1810,2
18255,0
57557,1
12816,1
52190,4
30312,0
33760,1
56860,3
56221,4
52511,3
40607,4
17064,1
51378,3
32893,0
8301,0
2870,3
6765,0
35116,2
7938,2
53529,3
29888,4
17845,4
17450,3
1954,4
34906,4
40306,0
50236,2
27675,1
49527,4
38504,1
12806,0
39333,4
22878,4
23051,1
23272,3
24180,4
13446,4
38569,2
25736,4
21123,3
46707,0
7086,2
16849,1
20585,4
21332,0
86,2
28523,2
45902,0
20699,4
50511,0
35569,0
23782,3
7843,0
21684,3
23608,3
55765,4
8711,0
12302,1
53376,3
51964,4
14335,4
10593,3
45837,0
22696,4
11464,4
1207,3
651,3
659,2
29985,3
26147,3
14867,1
33186,4
24709,3
13766,1
36942,4
30151,0
19848,3
53825,1
16545,3
50326,0
42683,1
58020,4
57104,4
43633,3
35764,2
3708,4
35851,3
38434,4
48400,4
44861,4
29077,3
9832,0
25810,3
49017,2
251,2
29673,1
17121,4
47006,3
36173,0
9781,3
34937,4
55930,2
14763,3
5808,0
12715,4
42621,3
15482,4
36570,1
15939,0
5948,1
9897,3
43318,0
14103,0
57145,0
54308,1
738,1
56383,4
36219,3
44829,0
43540,4
27344,3
48063,3
419,4
35632,3
9654,3
49711,4
29231,3
32031,3
56824,3
22815,4
13278,3
2884,4
54569,2
41784,0
12919,2
36446,3
7102,3
25867,3
25101,1
12030,4
18663,3
47172,3
5667,4
21612,3
48607,4
6133,4
11960,3
37692,4
33798,3
4320,0
28815,3
25371,3
38350,0
31006,3
31212,4
45464,3
22371,1
8092,4
46182,0
32434,0
3849,3
1931,4
51359,4
45579,3
17806,1
5473,2
55163,3
6680,4
25199,0
8675,4
47477,0
29537,1
1773,3
54769,4
33445,3
17231,3
35874,3
18080,3
23031,4
17514,3
25636,3
36377,3
25986,2
46562,3
30617,3
53262,0
50625,3
44870,3
19253,0
16190,1
5220,3
39633,4
7022,4
42592,0
58347,1
12293,4
3039,4
10868,2
16278,3
34300,3
16467,4
1877,4
14714,1
25801,0
40213,0
54721,2
45173,4
22546,3
127,0
24248,3
50038,3
13622,3
36185,4
51205,4
37924,3
7706,1
40878,3
54576,3
44719,1
40371,3
22760,4
45040,3
33345,4
34157,0
47584,0
55973,3
6534,4
29665,1
21195,1
7724,0
18900,2
40952,4
54534,4
57152,4
36859,2
25952,0
22311,3
43079,2
23876,3
20687,4
32051,3
43928,3
1739,4
23855,0
50066,4
5765,0
54074,3
17128,3
16336,4
12513,4
47839,0
9355,2
49554,2
45711,2
50736,1
32557,1
19886,0
3863,3
53414,0
16044,2
52210,3
50668,4
31433,3
33336,4
39646,4
50404,3
55796,3
26663,1
25570,4
44966,2
27810,1
48707,3
21350,0
33778,3
44877,4
52502,1
20273,0
39449,3
15577,2
16759,1
49687,4
16957,0
39542,3
19576,4
26058,4
41639,4
8748,3
47284,2
44328,2
16371,1
45044,4
20617,3
17759,4
11382,3
57285,4
54803,2
40783,3
50128,1
4681,2
31399,0
50682,3
19206,4
35101,4
27951,4
33009,0
49169,2
29628,3
21945,4
38246,4
54732,4
4508,4
48477,4
40477,0
46682,1
3100,3
26045,3
12882,4
23588,0
49214,2
30146,2
46407,4
27830,4
13431,2
10348,1
25717,4
17492,4
27304,4
11322,1
45741,2
41340,3
10603,4
10413,3
37866,3
46843,4
14119,0
13628,2
38420,0
12895,0
3744,4
17573,0
35848,4
49458,2
43597,0
51500,0
32985,0
47041,3
16359,4
30930,3
46442,3
42534,3
16776,4
47050,4
20250,0
56423,1
29049,4
6928,0
19442,4
18458,4
54851,3
57876,0
9230,4
50786,4
29652,3
13532,0
6941,4
22205,4
37919,1
6463,3
12573,4
38462,4
30324,0
21928,4
32889,4
27634,3
40307,4
37796,4
8594,3
8665,3
34947,3
21652,4
13812,1
38815,4
5090,3
714,3
20558,4
40928,0
53234,4
16222,4
20096,3
44577,4
10765,4
28262,1
45564,1
32225,4
36990,1
56982,2
56820,0
50397,3
34071,3
18355,3
5737,2
35922,1
44246,3
28150,3
30366,1
45330,3
53387,3
3865,0
16208,4
28278,0
46063,3
40205,3
39318,3
50634,3
18632,1
11411,4
16800,0
28685,4
43120,3
13954,2
13100,3
38067,3
53263,3
5684,0
1984,0
32808,0
48047,4
50910,4
43071,4
53187,0
29873,3
29382,3
42768,3
18569,1
33517,0
45447,4
8757,4
39547,3
20016,1
4765,3
25884,3
6513,4
21274,4
14809,0
25993,3
56507,0
3981,4
7871,4
57550,2
1253,4
3728,4
42570,2
28228,2
33317,4
8199,4
41628,3
7882,0
54117,3
43143,3
50706,4
40292,3
19751,4
17846,4
269,3
30393,4
53385,1
35598,3
45224,4
10407,3
36707,3
42185,4
27652,3
12737,1
51382,4
9588,4
50178,1
45788,4
48643,2
11648,4
5247,3
4918,3
50796,0
54842,4
55484,0
41611,3
42646,0
23435,2
49168,1
44553,4
50986,4
18417,4
19372,4
22476,1
4802,4
16815,1
26017,4
31431,4
20602,0
41786,1
14623,4
13955,1
30857,3
37776,2
22807,3
54483,2
37949,4
21617,0
18676,4
7093,4
32508,3
5954,3
14675,4
3509,4
53421,2
3648,1
31125,4
11658,1
7869,3
40817,2
20443,1
53795,3
9111,3
36610,2
32800,2
2856,4
21034,3
28007,1
55942,0
2808,1
2716,2
22907,4
21991,3
11459,0
5685,2
16510,2
41711,0
26564,0
15048,1
21306,0
57195,4
56164,2
36308,3
58330,0
9149,4
21109,3
41337,1
42073,1
8987,4
33623,2
5690,0
43009,4
3941,1
43152,0
3420,3
25874,4
16516,2
27438,0
42243,2
46029,2
130,4
23398,3
48076,3
30422,1
53814,3
17451,4
32169,4
34293,4
22663,4
14506,4
57630,1
5394,4
37637,4
17508,1
25067,3
40023,4
55450,4
5304,2
41134,3
31379,0
53490,3
31746,3
27257,3
27149,3
58479,0
14215,3
22404,2
9997,2
35113,3
37208,1
36997,4
41808,3
4872,2
6682,3
53733,2
3244,0
28595,2
1430,4
57290,4
26909,4
3947,2
14846,4
10934,2
10892,1
49004,0
52442,4
16602,0
10265,3
42040,3
18611,3
11469,0
49979,2
1047,0
40930,0
44686,2
6945,3
2089,0
55498,3
32178,3
28548,0
34959,3
22866,0
21020,0
41143,4
45274,4
10788,4
33676,4
11769,0
35383,0
35102,1
48812,4
26673,3
1788,3
32316,4
55243,2
35934,3
45923,2
21118,1
32396,4
7858,3
34630,3
36427,3
16,1
34765,0
15626,0
37570,4
58490,0
26151,1
41728,2
49091,3
41223,4
5078,4
50297,3
18473,3
15075,1
44902,0
3869,3
15792,4
4921,0
28854,4
46907,4
28996,4
17609,4
50980,4
48657,4
21789,3
19402,4
57874,3
45048,2
20649,3
28589,4
24118,4
48396,1
37649,3
48189,3
30214,2
37844,3
55053,3
43082,2
14629,3
34926,4
7688,4
51803,1
25783,3
14498,3
57646,3
3397,3
42802,0
34330,1
28780,1
9002,0
21537,2
37782,3
16437,3
18551,3
56943,3
31383,2
8427,0
1515,4
39808,0
13535,3
33401,3
16226,3
4029,2
5798,4
32021,4
32760,1
26872,3
48408,4
15115,4
1812,4
54870,4
16243,3
11608,3
34453,1
18668,3
12952,0
36621,0
33881,2
5540,3
51156,2
29062,0
43518,3
28704,2
13112,0
12959,3
55004,2
45249,1
27266,4
17682,2
3747,0
5964,3
4200,4
15532,0
29794,4
4189,0
38314,4
57182,3
31697,3
45936,3
50713,3
32722,3
17313,4
21112,0
15252,1
25560,3
38996,4
3103,0
4388,4
49062,3
47549,2
42061,1
16100,4
271,3
6112,2
48670,3
33082,4
44256,4
30979,0
41085,3
53658,3
56689,3
33465,3
54914,2
26346,4
2424,4
41598,3
17545,1
36141,3
53524,4
33632,1
6598,2
36412,1
10225,1
42942,4
20754,3
35638,1
1146,2
34939,3
21633,3
11403,0
41028,3
37441,4
28016,0
50207,0
48173,3
55120,4
46268,2
1745,4
7129,1
6657,1
35536,4
18590,4
45409,0
15464,4
34619,4
10488,3
15208,3
37834,0
47,3
57953,3
56097,4
31500,0
23014,4
3468,1
43946,4
44749,1
15864,4
8134,4
57358,2
20299,4
27205,4
19322,3
50730,4
48617,4
22520,3
2402,0
28653,4
33724,3
7175,4
14462,2
2270,4
32006,4
42115,1
37704,3
53317,0
6747,0
32572,3
5937,4
36748,2
31994,1
30407,2
51463,3
32839,3
44303,0
30294,4
29149,0
45182,4
37564,4
49914,4
58175,4
43954,0
27346,1
26627,1
12118,4
53871,3
24129,3
7428,3
16711,4
10003,0
2000,4
35980,0
29450,4
58251,4
56348,3
19142,4
34139,1
4835,4
5866,4
6853,1
52234,4
53531,4
3105,1
36197,1
52601,4
48904,0
17962,1
36132,4
23612,1
4777,0
1603,3
11346,3
24766,1
44361,3
10748,2
54039,4
16697,3
41263,0
44999,3
76,4
33248,4
54344,1
26690,1
47243,1
34960,0
23119,3
31988,3
3453,3
4710,2
30397,0
44724,3
28950,2
39202,3
2758,2
14784,4
42292,3
31857,2
12584,3
7625,3
48008,0
31985,3
34170,0
46393,3
39065,3
598,1
33118,4
31696,1
12432,2
28022,1
3062,1
45704,0
56848,0
768,3
21895,0
35141,0
1797,3
53475,2
12456,4
42428,2
40342,3
57864,2
32274,2
25201,4
14274,4
11560,3
44936,4
45435,3
30891,2
5487,4
35374,1
44961,4
47782,2
41166,4
45969,0
33768,4
49363,2
39568,1
15996,4
12519,4
20972,2
40354,3
14844,4
48246,4
26897,3
45514,4
44197,0
31926,3
50907,4
18852,4
57725,4
21828,1
40563,3
14791,4
13310,1
48240,3
15491,2
26041,4
50186,4
333,4
19470,2
2066,4
49359,4
23614,4
33880,4
46344,0
54742,4
34196,2
968,3
53787,3
43096,3
8593,4
42151,3
27779,3
35935,0
46114,1
51345,3
40815,0
1178,2
56730,0
43011,3
37999,4
52764,3
15351,3
8057,1
26737,0
48841,4
31200,0
51688,4
20839,2
45963,3
47564,0
41619,4
52048,1
7585,4
55924,3
27911,0
26517,4
43607,3
7961,0
34133,2
33223,1
49892,3
29380,3
45895,4
52168,1
22015,4
15206,3
54492,3
15785,3
55499,4
19138,2
31972,0
5044,3
19338,4
50421,0
38137,3
18369,4
14686,3
1620,0
38712,0
52617,4
17633,4
20761,3
36,4
31599,4
11641,2
38727,0
43012,2
22927,1
58105,3
28030,1
55814,1
54712,3
23737,4
46252,1
35177,2
15270,3
8739,4
19930,4
18861,4
36043,3
56395,4
3783,0
30611,1
20892,3
58610,3
37433,0
56673,2
32993,1
3209,4
50568,1
5606,3
14452,1
21632,0
49564,0
39016,3
27264,3
17408,3
28352,2
12419,0
34962,0
20847,1
51400,0
9332,3
23083,3
11348,3
2470,1
37105,4
3667,2
30246,4
15943,4
26537,3
22073,4
18532,4
39359,4
33037,3
37356,4
18320,3
11676,3
50771,0
48251,0
33228,3
58471,3
21200,4
51001,4
42691,3
25770,0
52773,0
58060,3
26301,4
38442,4
32087,3
28364,3
38919,3
40869,1
14824,1
37307,4
13120,1
49561,4
37957,3
3179,2
50841,3
9132,1
21066,4
45733,0
17744,4
31558,3
47545,0
25282,2
32609,1
10708,4
31076,3
26515,4
52448,4
21834,3
42337,1
45441,4
56615,1
51816,4
24197,3
57094,4
5318,4
44748,1
1468,3
10744,3
15524,0
21921,4
41381,1
30652,3
57473,4
33300,0
11620,1
56272,3
58360,0
4407,3
31355,1
19398,1
52368,3
25734,4
48558,3
55011,4
18831,4
57235,2
11384,4
47101,4
7473,2
31700,1
15762,0
41807,4
50830,4
2682,0
48023,1
20225,1
17677,3
18459,3
57218,3
37359,0
18183,3
31313,3
41501,3
40014,4
5978,4
5884,3
13600,1
17041,3
56265,1
4394,2
42944,3
6175,4
54095,3
52226,0
40236,3
44666,3
54317,0
29187,4
25882,3
36944,0
18758,2
53345,4
5509,3
5736,4
17611,1
3586,3
17951,1
25423,1
36682,1
33549,2
51373,4
34866,0
3038,4
33744,2
16032,0
17892,1
4688,3
22046,2
12194,2
45920,0
56236,4
9618,1
20514,4
29618,3
6043,4
18575,2
54038,3
12089,3
11809,4
35673,2
38200,2
4685,3
56156,0
48,4
30381,3
32577,4
23940,3
3711,4
46684,0
58539,0
39299,4
11073,4
42359,3
51786,2
49834,4
28313,1
38718,1
19256,3
1689,4
47203,0
36937,1
24714,4
40266,4
40200,4
22709,4
39997,3
25628,4
11204,4
26098,3
2016,3
2714,4
45156,4
37843,3
28431,4
14468,2
19419,3
39107,3
38096,1
36790,4
47351,4
51795,3
57737,3
37283,3
33405,4
54430,3
43443,3
14865,0
28409,3
27273,1
34552,3
36846,2
46047,4
27101,1
16461,4
8649,4
14933,3
37189,4
42402,3
41246,3
20257,0
57328,0
38329,1
719,3
13932,2
47458,3
25726,3
17465,4
31745,0
15403,4
49746,4
6622,2
1197,4
30364,1
13252,3
32535,4
56803,1
55782,3
26500,2
56483,4
13798,4
50533,2
3450,3
24632,0
10903,4
51381,1
44016,4
47188,3
25359,3
49974,3
7974,3
39870,3
50710,2
10962,4
5171,3
22102,1
56703,3
9571,1
17175,3
31870,3
3053,3
43860,3
43052,0
34569,1
21044,0
51431,4
39440,1
43376,3
40388,4
31063,4
39334,4
25218,4
174,0
47108,3
16944,2
15037,2
8459,3
53632,3
3258,4
31914,3
50523,1
21253,3
20043,4
11419,1
1983,0
38157,3
47176,0
21056,3
43842,3
51493,4
27033,3
38682,4
53615,0
52640,3
43868,1
18099,0
39480,2
55959,4
47865,4
14590,0
5147,3
44522,3
13207,0
30322,2
35285,4
48930,1
52103,4
32161,4
11630,4
14084,3
31256,4
18024,4
14676,4
18112,0
4374,3
25416,3
24600,1
2441,0
41650,4
43329,1
51594,4
32060,2
15889,4
37104,4
36226,0
43945,2
35192,4
